image,class,cnn_prob_normal,cnn_prob_papil,cnn_prob_pseudo,cnn_pred,cnn_correct
Healthy10.jpg,Normal,0.9966241121292114,0.0009045153274200857,0.0024714211467653513,Normal,1
Healthy100.jpg,Normal,0.9567415118217468,0.013723469339311123,0.02953505516052246,Normal,1
Healthy1006.jpg,Normal,0.9870882034301758,0.004648728296160698,0.008263112977147102,Normal,1
Healthy1010.jpg,Normal,0.9697622060775757,0.004636520519852638,0.025601288303732872,Normal,1
Healthy1019.jpg,Normal,0.9568383097648621,0.027404269203543663,0.01575750671327114,Normal,1
Healthy107.jpg,Normal,0.9711093902587891,0.005576268769800663,0.02331426553428173,Normal,1
Healthy116.jpg,Normal,0.9857616424560547,0.003218562575057149,0.011019798927009106,Normal,1
Healthy124.jpg,Normal,0.9798107743263245,0.006061474792659283,0.014127747155725956,Normal,1
Healthy127.jpg,Normal,0.9936956763267517,0.0023733251728117466,0.003931017592549324,Normal,1
Healthy133.jpg,Normal,0.9754247665405273,0.0063822451047599316,0.018192997202277184,Normal,1
Healthy151.jpg,Normal,0.9691821932792664,0.018653951585292816,0.012163921259343624,Normal,1
Healthy159.jpg,Normal,0.9525243043899536,0.006174797657877207,0.041300904005765915,Normal,1
Healthy160.jpg,Normal,0.9920674562454224,0.003188858740031719,0.00474367244169116,Normal,1
Healthy169.jpg,Normal,0.9943875670433044,0.0019904200453311205,0.0036219630856066942,Normal,1
Healthy180.jpg,Normal,0.9864113926887512,0.007164509501308203,0.006424194201827049,Normal,1
Healthy187.jpg,Normal,0.9729544520378113,0.004997518844902515,0.02204797975718975,Normal,1
Healthy192.jpg,Normal,0.9905402660369873,0.004052847623825073,0.005406899843364954,Normal,1
Healthy193.jpg,Normal,0.9553584456443787,0.016979370266199112,0.027662131935358047,Normal,1
Healthy205.jpg,Normal,0.985681414604187,0.007264985237270594,0.007053634151816368,Normal,1
Healthy21.jpg,Normal,0.977669894695282,0.00433853454887867,0.017991533502936363,Normal,1
Healthy214.jpg,Normal,0.9870620369911194,0.005975562147796154,0.006962381768971682,Normal,1
Healthy243.jpg,Normal,0.9586204886436462,0.003314714413136244,0.03806480020284653,Normal,1
Healthy253.jpg,Normal,0.9730879664421082,0.01648775488138199,0.010424378328025341,Normal,1
Healthy259.jpg,Normal,0.9826783537864685,0.004784078802913427,0.012537604197859764,Normal,1
Healthy29.jpg,Normal,0.8797827363014221,0.07629526406526566,0.04392198100686073,Normal,1
Healthy306.jpg,Normal,0.9758211970329285,0.005051497370004654,0.019127298146486282,Normal,1
Healthy319.jpg,Normal,0.9882005453109741,0.003893550019711256,0.007906006649136543,Normal,1
Healthy33.jpg,Normal,0.9855901598930359,0.003648697631433606,0.010761143639683723,Normal,1
Healthy340.jpg,Normal,0.9816197156906128,0.0026802481152117252,0.015699924901127815,Normal,1
Healthy343.jpg,Normal,0.9905917048454285,0.0028229609597474337,0.006585274823009968,Normal,1
Healthy346.jpg,Normal,0.9771317839622498,0.004638412967324257,0.018229840323328972,Normal,1
Healthy359.jpg,Normal,0.971701443195343,0.0051022120751440525,0.023196352645754814,Normal,1
Healthy368.jpg,Normal,0.9915777444839478,0.004194049630314112,0.004228228237479925,Normal,1
Healthy377.jpg,Normal,0.983066737651825,0.004374075680971146,0.012559191323816776,Normal,1
Healthy383.jpg,Normal,0.9713670015335083,0.010132011957466602,0.018500924110412598,Normal,1
Healthy387.jpg,Normal,0.9614582657814026,0.01571606658399105,0.022825634106993675,Normal,1
Healthy401.jpg,Normal,0.9384306073188782,0.009383132681250572,0.05218615382909775,Normal,1
Healthy41.jpg,Normal,0.9933655858039856,0.0031009281519800425,0.0035334820859134197,Normal,1
Healthy410.jpg,Normal,0.9903877377510071,0.006655422504991293,0.0029567864257842302,Normal,1
Healthy413.jpg,Normal,0.9851484298706055,0.002479282207787037,0.012372241355478764,Normal,1
Healthy414.jpg,Normal,0.9922917485237122,0.002972942776978016,0.004735257010906935,Normal,1
Healthy416.jpg,Normal,0.9603007435798645,0.008559690788388252,0.031139634549617767,Normal,1
Healthy428.jpg,Normal,0.9874197840690613,0.0050335354171693325,0.00754675455391407,Normal,1
Healthy433.jpg,Normal,0.9720486998558044,0.004481111653149128,0.02347021922469139,Normal,1
Healthy437.jpg,Normal,0.9861981272697449,0.002130004810169339,0.011671820655465126,Normal,1
Healthy448.jpg,Normal,0.7997302412986755,0.1728932112455368,0.027376605197787285,Normal,1
Healthy454.jpg,Normal,0.986075222492218,0.00472604064270854,0.00919871125370264,Normal,1
Healthy459.jpg,Normal,0.967154324054718,0.01807131990790367,0.014774284325540066,Normal,1
Healthy461.jpg,Normal,0.9688630104064941,0.005072469357401133,0.026064498350024223,Normal,1
Healthy463.jpg,Normal,0.9760874509811401,0.0194272231310606,0.004485251381993294,Normal,1
Healthy468.jpg,Normal,0.9828318953514099,0.0028213211335241795,0.014346808195114136,Normal,1
Healthy469.jpg,Normal,0.9928491115570068,0.0015592300333082676,0.005591648630797863,Normal,1
Healthy487.jpg,Normal,0.9917056560516357,0.0022805030457675457,0.006013891659677029,Normal,1
Healthy489.jpg,Normal,0.9715754985809326,0.009209861047565937,0.01921466924250126,Normal,1
Healthy493.jpg,Normal,0.9896894693374634,0.0029219749849289656,0.007388463709503412,Normal,1
Healthy5.jpg,Normal,0.9673244953155518,0.010997409000992775,0.021678149700164795,Normal,1
Healthy504.jpg,Normal,0.9193235039710999,0.0775989219546318,0.0030775158666074276,Normal,1
Healthy510.jpg,Normal,0.9871314764022827,0.00408420292660594,0.008784372359514236,Normal,1
Healthy514.jpg,Normal,0.9699720144271851,0.010755550116300583,0.01927242800593376,Normal,1
Healthy518.jpg,Normal,0.950169026851654,0.03962673991918564,0.010204271413385868,Normal,1
Healthy522.jpg,Normal,0.9834299087524414,0.0027970632072538137,0.013773038052022457,Normal,1
Healthy529.jpg,Normal,0.9869332313537598,0.002684922656044364,0.010381798259913921,Normal,1
Healthy531.jpg,Normal,0.9872374534606934,0.004189940635114908,0.008572581224143505,Normal,1
Healthy54.jpg,Normal,0.9747201204299927,0.006047287955880165,0.01923256926238537,Normal,1
Healthy547.jpg,Normal,0.9868735671043396,0.004655174445360899,0.008471228182315826,Normal,1
Healthy557.jpg,Normal,0.9698367714881897,0.004224048927426338,0.025939205661416054,Normal,1
Healthy572.jpg,Normal,0.9974560141563416,0.0006309360032901168,0.001913107349537313,Normal,1
Healthy585.jpg,Normal,0.9852187037467957,0.009863928891718388,0.004917379468679428,Normal,1
Healthy588.jpg,Normal,0.9498915076255798,0.033388327807188034,0.01672014594078064,Normal,1
Healthy617.jpg,Normal,0.7468886375427246,0.2257320135831833,0.02737928181886673,Normal,1
Healthy625.jpg,Normal,0.9854791164398193,0.003531774040311575,0.010989137925207615,Normal,1
Healthy629.jpg,Normal,0.9922444224357605,0.004377868492156267,0.0033777416683733463,Normal,1
Healthy660.jpg,Normal,0.975446879863739,0.017281504347920418,0.007271598093211651,Normal,1
Healthy670.jpg,Normal,0.9498656392097473,0.016188744455575943,0.03394563868641853,Normal,1
Healthy672.jpg,Normal,0.1189916804432869,0.8240529894828796,0.056955303996801376,Papilledema,0
Healthy673.jpg,Normal,0.4334633946418762,0.5486171841621399,0.017919404432177544,Papilledema,0
Healthy675.jpg,Normal,0.5000912547111511,0.35488343238830566,0.14502529799938202,Normal,1
Healthy690.jpg,Normal,0.24064454436302185,0.7215769290924072,0.03777855262160301,Papilledema,0
Healthy697.jpg,Normal,0.9158250093460083,0.04610191658139229,0.03807307779788971,Normal,1
Healthy702.jpg,Normal,0.9620164036750793,0.010286496952176094,0.027697134763002396,Normal,1
Healthy707.jpg,Normal,0.9258169531822205,0.06997180730104446,0.004211227409541607,Normal,1
Healthy710.jpg,Normal,0.022978290915489197,0.9648151993751526,0.012206494808197021,Papilledema,0
Healthy72.jpg,Normal,0.9615761041641235,0.009723839350044727,0.02870003506541252,Normal,1
Healthy720.jpg,Normal,0.9500409364700317,0.027128297835588455,0.022830693051218987,Normal,1
Healthy723.jpg,Normal,0.8847372531890869,0.10422319173812866,0.011039563454687595,Normal,1
Healthy727.jpg,Normal,0.5011195540428162,0.47436290979385376,0.024517513811588287,Normal,1
Healthy733.jpg,Normal,0.12011987715959549,0.8278724551200867,0.05200766399502754,Papilledema,0
Healthy736.jpg,Normal,0.9728071093559265,0.015000933781266212,0.012191974557936192,Normal,1
Healthy746.jpg,Normal,0.3759691119194031,0.6199045777320862,0.004126265645027161,Papilledema,0
Healthy749.jpg,Normal,0.8044908046722412,0.17412643134593964,0.021382760256528854,Normal,1
Healthy758.jpg,Normal,0.970289945602417,0.01831609383225441,0.011393940076231956,Normal,1
Healthy759.jpg,Normal,0.9472924470901489,0.015050176531076431,0.03765738382935524,Normal,1
Healthy76.jpg,Normal,0.9928086996078491,0.0026027194689959288,0.004588680807501078,Normal,1
Healthy77.jpg,Normal,0.9952657222747803,0.0021200384944677353,0.002614241559058428,Normal,1
Healthy770.jpg,Normal,0.9877852201461792,0.004151694942265749,0.008062982000410557,Normal,1
Healthy772.jpg,Normal,0.9804659485816956,0.005710240453481674,0.013823785819113255,Normal,1
Healthy79.jpg,Normal,0.9762539863586426,0.005657009314745665,0.018088994547724724,Normal,1
Healthy793.jpg,Normal,0.9871680736541748,0.003733469871804118,0.009098433889448643,Normal,1
Healthy797.jpg,Normal,0.9800998568534851,0.003208599518984556,0.016691546887159348,Normal,1
Healthy801.jpg,Normal,0.9458679556846619,0.02065414935350418,0.03347789868712425,Normal,1
Healthy804.jpg,Normal,0.970907986164093,0.004501563496887684,0.02459055557847023,Normal,1
Healthy809.jpg,Normal,0.914242148399353,0.0827057808637619,0.003052051644772291,Normal,1
Healthy823.jpg,Normal,0.8275192379951477,0.16618534922599792,0.006295416038483381,Normal,1
Healthy830.jpg,Normal,0.9866772890090942,0.0039018832612782717,0.009420876391232014,Normal,1
Healthy837.jpg,Normal,0.9754748940467834,0.010602861642837524,0.013922319747507572,Normal,1
Healthy846.jpg,Normal,0.9922358393669128,0.0022614183835685253,0.005502727814018726,Normal,1
Healthy859.jpg,Normal,0.5662429928779602,0.41626015305519104,0.0174968633800745,Normal,1
Healthy868.jpg,Normal,0.9930082559585571,0.001961730420589447,0.0050300369039177895,Normal,1
Healthy869.jpg,Normal,0.9919375777244568,0.0031150297727435827,0.004947339184582233,Normal,1
Healthy883.jpg,Normal,0.9745526313781738,0.006411790382117033,0.019035620614886284,Normal,1
Healthy900.jpg,Normal,0.9142691493034363,0.07277464121580124,0.012956258840858936,Normal,1
Healthy91.jpg,Normal,0.9863670468330383,0.006914966274052858,0.006717886310070753,Normal,1
Healthy911.jpg,Normal,0.9555176496505737,0.03917132690548897,0.0053110080771148205,Normal,1
Healthy922.jpg,Normal,0.9899229407310486,0.005603392608463764,0.0044736918061971664,Normal,1
Healthy928.jpg,Normal,0.9579065442085266,0.011557213962078094,0.030536217615008354,Normal,1
Healthy929.jpg,Normal,0.9624850749969482,0.012174210511147976,0.02534070797264576,Normal,1
Healthy931.jpg,Normal,0.9806761741638184,0.006612648721784353,0.012711180374026299,Normal,1
Healthy942.jpg,Normal,0.8822047710418701,0.09088283032178879,0.02691248618066311,Normal,1
Healthy948.jpg,Normal,0.9356109499931335,0.02851284109055996,0.035876210778951645,Normal,1
Healthy951.jpg,Normal,0.8764615058898926,0.04955621436238289,0.07398230582475662,Normal,1
Healthy961.jpg,Normal,0.9758415222167969,0.00623035803437233,0.017928140237927437,Normal,1
Healthy97.jpg,Normal,0.9802315831184387,0.005320425145328045,0.014448070898652077,Normal,1
Healthy976.jpg,Normal,0.966339111328125,0.010382086038589478,0.023278774693608284,Normal,1
Healthy980.jpg,Normal,0.9846009612083435,0.01201857440173626,0.0033804818522185087,Normal,1
Healthy982.jpg,Normal,0.9875170588493347,0.0025060325860977173,0.009976930916309357,Normal,1
Healthy984.jpg,Normal,0.9896765351295471,0.005154444836080074,0.005168956704437733,Normal,1
Healthy998.jpg,Normal,0.9043887257575989,0.05816604197025299,0.03744524344801903,Normal,1
Disc Edema1.jpg,Papilledema,0.006113952025771141,0.9899829626083374,0.0039031533524394035,Papilledema,1
